source_folder,file,target_collection,target_slug,status
150 pillar pages,tumor-mutation-burden-faq-section.json,insights,tumor-mutation-burden-explained,DONE - verified live now
150 pillar pages,what-is-ngs-testing-faq-section.json,insights,what-is-ngs-testing,DONE - verified live now
150 pillar pages,what-is-precision-oncology-faq-section.json,insights,what-is-precision-oncology,DONE - verified live now
150 pillar pages,when-patients-should-do-ngs-faq-section.json,insights,when-should-patients-do-ngs-testing,DONE - verified live now
150 pillar pages,accessing-lu-177-psma-therapy-in-china-centres-costs-and-scheduling-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,accessing-lu-177-psma-therapy-in-india-tata-memorial-centre-and-apollo-proton-centre-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,active-surveillance-for-low-risk-prostate-cancer-monitoring-without-immediate-treatment-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,androgen-deprivation-therapy-adt-side-effects-and-how-to-manage-them-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,brca-mutations-in-prostate-cancer-what-they-mean-for-treatment-and-for-your-family-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,enzalutamide-vs-apalutamide-vs-darolutamide-for-nmcrpc-comparing-the-options-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,getting-a-second-opinion-on-prostate-cancer-treatment-in-china-or-india-through-cancerfax-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,gleason-score-and-grade-groups-explained-for-prostate-cancer-patients-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lutetium-177-psma-therapy-a-step-by-step-guide-for-patients-and-families-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,mhspc-treatment-intensification-adt-plus-abiraterone-enzalutamide-or-docetaxel-which-to-choose-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,multiparametric-mri-mpmri-for-prostate-cancer-what-to-expect-and-how-to-interpret-pi-rads-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,nerve-sparing-prostatectomy-preserving-erectile-function-and-continence-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,olaparib-for-mcrpc-who-is-eligible-and-how-to-access-it-in-china-and-india-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,oligometastatic-prostate-cancer-metastasis-directed-therapy-with-sbrt-and-psma-guidance-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,prostate-cancer-treatment-costs-china-vs-india-vs-usa-detailed-comparison-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-prostate-cancer-at-the-shanghai-proton-and-heavy-ion-center-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,psma-pet-ct-for-prostate-cancer-how-it-works-who-needs-it-and-where-to-get-it-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-radical-prostatectomy-ralp-what-happens-and-how-to-choose-the-right-surgeon-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sbrt-for-prostate-cancer-5-fraction-radiotherapy-what-patients-need-to-know-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-does-my-psa-level-mean-and-when-should-i-be-concerned-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,carbon-ion-therapy-for-radioresistant-cancers-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cost-of-proton-and-carbon-ion-therapy-global-comparison-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,craniospinal-irradiation-csi-with-proton-beam-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,how-to-access-proton-therapy-abroad-a-practical-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,particle-therapy-treatment-process-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-centers-in-japan-access-for-international-patients-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-breast-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-head-and-neck-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-liver-cancer-and-hepatocellular-carcinoma-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-paediatric-brain-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-prostate-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-for-skull-base-tumors-chordoma-and-chondrosarcoma-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-vs-conventional-radiotherapy-key-differences-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,proton-therapy-vs-sbrt-which-is-right-for-you-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,shanghai-proton-and-heavy-ion-center-sphic-a-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,side-effects-of-proton-and-carbon-ion-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,the-bragg-peak-explained-why-particle-therapy-is-different-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-carbon-ion-therapy-how-it-differs-from-proton-therapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-proton-beam-therapy-a-complete-patient-introduction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,brachytherapy-radiation-from-the-inside-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,concurrent-chemoradiation-how-it-works-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,how-radiation-therapy-works-the-science-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,imrt-and-vmat-explained-the-modern-standard-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,mri-guided-radiotherapy-and-adaptive-rt-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,questions-to-ask-your-radiation-oncologist-faq-section.json,insights,questions-to-ask-your-oncologist,DONE - verified live now
150 pillar pages,radiation-therapy-for-bone-metastases-and-spinal-cord-compression-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-brain-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-breast-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-cervical-cancer-and-brachytherapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-head-and-neck-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-liver-cancer-and-sbrt-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-for-prostate-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-in-china-access-cost-and-quality-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radiation-therapy-vs-surgery-how-to-decide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,sbrt-and-sabr-high-dose-few-fraction-radiation-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,side-effects-of-radiation-therapy-acute-and-late-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,stereotactic-radiosurgery-srs-for-brain-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-radiation-therapy-a-patient-introduction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,actinium-225-psma-therapy-alpha-particle-theranostics-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,clinical-trials-in-radioligand-therapy-how-to-find-and-access-them-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,combining-radioligand-therapy-with-parp-inhibitors-and-immunotherapy-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,cost-of-lu-177-psma-and-dotatate-therapy-worldwide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,fapi-theranostics-the-next-generation-for-solid-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,ga-68-dotatate-pet-ct-imaging-for-neuroendocrine-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lu-177-psma-therapy-pluvicto-for-prostate-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,lutetium-177-dotatate-lutathera-for-neuroendocrine-tumours-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,prrt-for-neuroendocrine-tumours-treatment-process-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,psma-and-prostate-cancer-understanding-the-target-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,psma-pet-ct-imaging-for-prostate-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radioligand-therapy-in-australia-access-and-centres-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radioligand-therapy-in-china-current-status-and-trials-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radioligand-therapy-in-germany-and-europe-leading-centres-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radioligand-therapy-in-india-cost-and-access-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,radium-223-dichloride-xofigo-for-bone-metastases-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,side-effects-of-radioligand-therapy-kidney-bone-marrow-and-salivary-glands-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-a-neuroendocrine-tumour-a-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-radioligand-therapy-a-patient-introduction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-theranostics-see-it-treat-it-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,adrenocortical-carcinoma-treatment-faq-section.json,insights,adrenocortical-carcinoma-treatment,DONE - verified live now
150 pillar pages,challenges-in-treating-rare-cancers-faq-section.json,insights,challenges-in-treating-rare-cancers,DONE - verified live now
150 pillar pages,cholangiocarcinoma-treatment-faq-section.json,insights,cholangiocarcinoma-treatment,DONE - verified live now
150 pillar pages,cost-of-rare-cancer-treatment-faq-section.json,insights,cost-of-rare-cancer-treatment,DONE - verified live now
150 pillar pages,gallbladder-cancer-treatment-faq-section.json,insights,gallbladder-cancer-treatment,DONE - verified live now
150 pillar pages,genomic-testing-for-rare-cancers-faq-section.json,insights,genomic-testing-for-rare-cancers,DONE - verified live now
150 pillar pages,getting-a-second-opinion-for-rare-cancer-faq-section.json,insights,getting-a-second-opinion-for-rare-cancer,DONE - verified live now
150 pillar pages,how-cancerfax-supports-rare-cancer-patients-faq-section.json,insights,how-cancerfax-supports-rare-cancer-patients,DONE - verified live now
150 pillar pages,immunotherapy-for-rare-cancers-faq-section.json,insights,immunotherapy-for-rare-cancers,DONE - verified live now
150 pillar pages,international-experts-in-rare-cancers-faq-section.json,insights,international-experts-in-rare-cancers,DONE - verified live now
150 pillar pages,mesothelioma-advanced-treatment-faq-section.json,insights,mesothelioma-advanced-treatment,DONE - verified live now
150 pillar pages,neuroendocrine-tumor-treatment-faq-section.json,insights,neuroendocrine-tumor-treatment,DONE - verified live now
150 pillar pages,orphan-drug-designations-explained-faq-section.json,insights,orphan-drug-designations-explained,DONE - verified live now
150 pillar pages,patient-communities-for-rare-cancers-faq-section.json,insights,patient-communities-for-rare-cancers,DONE - verified live now
150 pillar pages,questions-to-ask-about-rare-cancer-faq-section.json,insights,questions-to-ask-about-rare-cancer,DONE - verified live now
150 pillar pages,rare-brain-tumor-treatments-faq-section.json,insights,rare-brain-tumor-treatments,DONE - verified live now
150 pillar pages,sarcoma-treatment-options-faq-section.json,insights,sarcoma-treatment-options,DONE - verified live now
150 pillar pages,targeted-therapy-for-rare-cancers-faq-section.json,insights,targeted-therapy-for-rare-cancers,DONE - verified live now
150 pillar pages,what-are-rare-cancers-faq-section.json,insights,what-are-rare-cancers,DONE - verified live now
150 pillar pages,enhanced-recovery-after-surgery-eras-in-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,how-to-choose-a-cancer-surgeon-volume-experience-and-questions-to-ask-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,laparoscopic-cancer-surgery-how-it-works-and-what-to-expect-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,minimally-invasive-colorectal-cancer-surgery-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,minimally-invasive-liver-surgery-for-liver-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,open-vs-minimally-invasive-cancer-surgery-how-to-decide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,recovery-after-minimally-invasive-cancer-surgery-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-cancer-surgery-in-china-hospitals-costs-and-access-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-cancer-surgery-the-da-vinci-system-explained-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-gastrectomy-for-gastric-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-hysterectomy-for-uterine-and-cervical-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-oesophagectomy-for-oesophageal-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-partial-nephrectomy-for-kidney-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-radical-cystectomy-for-bladder-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-radical-prostatectomy-a-complete-patient-guide-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,robotic-total-mesorectal-excision-tme-for-rectal-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,single-port-and-scar-free-cancer-surgery-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,transoral-robotic-surgery-tors-for-head-and-neck-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,vats-and-robotic-lung-surgery-for-lung-cancer-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,what-is-minimally-invasive-cancer-surgery-a-patient-introduction-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,advanced-treatments-for-stage-4-cancer-faq-section.json,insights,advanced-treatment-for-stage-4-cancer,DONE - verified live now
150 pillar pages,can-stage-4-cancer-be-treated-faq-section.json,insights,can-stage-4-cancer-be-treated,DONE - verified live now
150 pillar pages,cost-of-stage-4-cancer-treatment-faq-section.json,insights,cost-stage-4-cancer-treatment,DONE - verified live now
150 pillar pages,immunotherapy-for-stage-4-cancer-faq-section.json,insights,immunotherapy-stage-4-cancer,DONE - verified live now
150 pillar pages,international-treatment-options-faq-section.json,insights,international-treatment-options-stage-4-cancer,DONE - verified live now
150 pillar pages,managing-pain-in-stage-4-cancer-faq-section.json,insights,managing-pain-stage-4-cancer,DONE - verified live now
150 pillar pages,mental-health-support-for-patients-faq-section.json,insights,mental-health-stage-4-cancer,DONE - verified live now
150 pillar pages,nutrition-for-stage-4-cancer-patients-faq-section.json,insights,nutrition-stage-4-cancer,DONE - verified live now
150 pillar pages,palliative-care-vs-curative-treatment-faq-section.json,insights,palliative-care-vs-curative-treatment,DONE - verified live now
150 pillar pages,quality-of-life-with-stage-4-cancer-faq-section.json,insights,quality-of-life-stage-4-cancer,DONE - verified live now
150 pillar pages,questions-for-stage-4-cancer-patients-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,stage-4-breast-cancer-treatment-faq-section.json,insights,stage-4-breast-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-colorectal-cancer-treatment-faq-section.json,insights,stage-4-colorectal-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-liver-cancer-treatment-faq-section.json,insights,stage-4-liver-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-lung-cancer-treatment-faq-section.json,insights,stage-4-lung-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-ovarian-cancer-treatment-faq-section.json,insights,stage-4-ovarian-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-pancreatic-cancer-treatment-faq-section.json,insights,stage-4-pancreatic-cancer-treatment,DONE - verified live now
150 pillar pages,stage-4-prostate-cancer-treatment-faq-section.json,insights,stage-4-prostate-cancer-treatment,DONE - verified live now
150 pillar pages,targeted-therapy-for-stage-4-cancer-faq-section.json,insights,targeted-therapy-stage-4-cancer,DONE - verified live now
150 pillar pages,what-is-stage-4-cancer-faq-section.json,insights,what-is-stage-4-cancer,DONE - verified live now
150 pillar pages,autologous-vs-allogeneic-transplant-faq-section.json,insights,autologous-vs-allogeneic-transplant,DONE - verified live now
150 pillar pages,clinical-trials-in-stem-cell-therapy-faq-section.json,insights,clinical-trials-in-stem-cell-therapy,DONE - verified live now
150 pillar pages,conditioning-regimen-explained-faq-section.json,insights,conditioning-regimen-explained,DONE - verified live now
150 pillar pages,cost-of-stem-cell-transplant-worldwide-faq-section.json,insights,cost-of-stem-cell-transplant-worldwide,DONE - verified live now
150 pillar pages,donor-matching-for-stem-cell-transplant-faq-section.json,insights,donor-matching-for-stem-cell-transplant,DONE - verified live now
150 pillar pages,eligibility-for-stem-cell-transplant-faq-section.json,insights,eligibility-for-stem-cell-transplant,DONE - verified live now
150 pillar pages,graft-vs-host-disease-explained-faq-section.json,insights,graft-vs-host-disease-explained,DONE - verified live now
150 pillar pages,international-centers-for-stem-cell-therapy-faq-section.json,insights,international-centers-for-stem-cell-therapy,DONE - verified live now
150 pillar pages,questions-to-ask-before-stem-cell-transplant-faq-section.json,insights,questions-to-ask-before-stem-cell-transplant,DONE - verified live now
150 pillar pages,recovery-after-stem-cell-transplant-faq-section.json,insights,recovery-after-stem-cell-transplant,DONE - verified live now
150 pillar pages,side-effects-of-stem-cell-transplant-faq-section.json,insights,side-effects-of-stem-cell-transplant,DONE - verified live now
150 pillar pages,stem-cell-therapy-for-aplastic-anemia-faq-section.json,insights,stem-cell-therapy-for-aplastic-anemia,DONE - verified live now
150 pillar pages,stem-cell-therapy-for-leukemia-faq-section.json,insights,stem-cell-therapy-for-leukemia,DONE - verified live now
150 pillar pages,stem-cell-therapy-for-lymphoma-faq-section.json,insights,stem-cell-therapy-for-lymphoma,DONE - verified live now
150 pillar pages,stem-cell-therapy-for-multiple-myeloma-faq-section.json,insights,stem-cell-therapy-for-multiple-myeloma,DONE - verified live now
150 pillar pages,stem-cell-therapy-vs-car-t-therapy-faq-section.json,insights,stem-cell-therapy-vs-cart-therapy,DONE - verified live now
150 pillar pages,success-rates-of-stem-cell-transplant-faq-section.json,insights,success-rates-of-stem-cell-transplant,DONE - verified live now
150 pillar pages,the-stem-cell-transplant-process-faq-section.json,insights,the-stem-cell-transplant-process,DONE - verified live now
150 pillar pages,types-of-stem-cell-transplants-faq-section.json,insights,types-of-stem-cell-transplants,DONE - verified live now
150 pillar pages,what-is-stem-cell-therapy-in-cancer-faq-section.json,insights,what-is-stem-cell-therapy-in-cancer,DONE - verified live now
150 pillar pages,access-to-targeted-therapy-abroad-faq-section.json,insights,access-to-targeted-therapy-abroad,DONE - verified live now
150 pillar pages,biomarker-testing-before-targeted-therapy-faq-section.json,insights,biomarker-testing-targeted-therapy,DONE - verified live now
150 pillar pages,clinical-trials-in-targeted-therapy-faq-section.json,insights,clinical-trials-targeted-therapy,DONE - verified live now
150 pillar pages,cost-of-targeted-therapy-worldwide-faq-section.json,insights,cost-of-targeted-therapy-worldwide,DONE - verified live now
150 pillar pages,drug-resistance-in-targeted-therapy-faq-section.json,insights,drug-resistance-targeted-therapy,DONE - verified live now
150 pillar pages,future-of-targeted-therapy-faq-section.json,insights,future-of-targeted-therapy,DONE - verified live now
150 pillar pages,how-long-does-targeted-therapy-work-faq-section.json,insights,how-long-does-targeted-therapy-work,DONE - verified live now
150 pillar pages,how-targeted-therapy-works-faq-section.json,insights,how-targeted-therapy-works,DONE - verified live now
150 pillar pages,managing-side-effects-of-targeted-drugs-faq-section.json,insights,managing-side-effects-targeted-drugs,DONE - verified live now
150 pillar pages,side-effects-of-targeted-therapy-faq-section.json,insights,side-effects-targeted-therapy,DONE - verified live now
150 pillar pages,success-rates-of-targeted-therapy-faq-section.json,insights,success-rates-targeted-therapy,DONE - verified live now
150 pillar pages,targeted-therapy-for-breast-cancer-her2-faq-section.json,insights,targeted-therapy-breast-cancer-her2,DONE - verified live now
150 pillar pages,targeted-therapy-for-colorectal-cancer-ras-braf-faq-section.json,insights,targeted-therapy-colorectal-cancer-ras-braf,DONE - verified live now
150 pillar pages,targeted-therapy-for-leukemia-bcr-abl-faq-section.json,insights,targeted-therapy-leukemia-bcr-abl,DONE - verified live now
150 pillar pages,targeted-therapy-for-lung-cancer-egfr-alk-faq-section.json,insights,targeted-therapy-lung-cancer-egfr-alk,DONE - verified live now
150 pillar pages,targeted-therapy-for-melanoma-braf-mek-faq-section.json,insights,targeted-therapy-melanoma-braf-mek,DONE - verified live now
150 pillar pages,targeted-therapy-vs-chemotherapy-faq-section.json,insights,targeted-therapy-vs-chemotherapy,DONE - verified live now
150 pillar pages,types-of-targeted-therapy-drugs-faq-section.json,insights,types-of-targeted-therapy-drugs,DONE - verified live now
150 pillar pages,what-is-targeted-therapy-faq-section.json,insights,what-is-targeted-therapy,DONE - verified live now
150 pillar pages,cancers-treated-with-til-therapy-faq-section.json,insights,cancers-treated-with-til-therapy,DONE - verified live now
150 pillar pages,clinical-trials-in-til-therapy-faq-section.json,insights,clinical-trials-in-til-therapy,DONE - verified live now
150 pillar pages,cost-of-til-therapy-faq-section.json,insights,cost-of-til-therapy,DONE - verified live now
150 pillar pages,eligibility-for-til-therapy-faq-section.json,insights,eligibility-for-til-therapy,DONE - verified live now
150 pillar pages,fda-approval-of-til-therapy-faq-section.json,insights,fda-approval-of-til-therapy,DONE - verified live now
150 pillar pages,future-of-til-research-faq-section.json,insights,future-of-til-research,DONE - verified live now
150 pillar pages,how-til-therapy-works-faq-section.json,insights,how-til-therapy-works,DONE - verified live now
150 pillar pages,lymphodepletion-before-til-therapy-faq-section.json,insights,lymphodepletion-before-til-therapy,DONE - verified live now
150 pillar pages,questions-to-ask-before-til-treatment-faq-section.json,insights,questions-to-ask-before-til-treatment,DONE - verified live now
150 pillar pages,side-effects-of-til-therapy-faq-section.json,insights,side-effects-of-til-therapy,DONE - verified live now
150 pillar pages,success-rates-of-til-therapy-faq-section.json,insights,success-rates-of-til-therapy,DONE - verified live now
150 pillar pages,til-cell-expansion-in-laboratory-faq-section.json,insights,til-cell-expansion-in-laboratory,DONE - verified live now
150 pillar pages,til-therapy-for-cervical-cancer-faq-section.json,insights,til-therapy-for-cervical-cancer,DONE - verified live now
150 pillar pages,til-therapy-for-lung-cancer-faq-section.json,insights,til-therapy-for-lung-cancer,DONE - verified live now
150 pillar pages,til-therapy-for-melanoma-faq-section.json,insights,til-therapy-for-melanoma,DONE - verified live now
150 pillar pages,til-treatment-process-faq-section.json,insights,til-treatment-process,DONE - verified live now
150 pillar pages,til-vs-car-t-therapy-faq-section.json,insights,til-vs-car-t-therapy,DONE - verified live now
150 pillar pages,til-vs-immunotherapy-faq-section.json,insights,til-vs-immunotherapy,DONE - verified live now
150 pillar pages,tumor-tissue-collection-faq-section.json,insights,tumor-tissue-collection,DONE - verified live now
150 pillar pages,what-is-til-therapy-faq-section.json,insights,what-is-til-therapy,DONE - verified live now
150 pillar pages,approved-cancer-vaccines-faq-section.json,insights,approved-cancer-vaccines,DONE - verified live now
150 pillar pages,cancer-vaccines-for-breast-cancer-faq-section.json,insights,cancer-vaccines-for-breast-cancer,DONE - verified live now
150 pillar pages,cancer-vaccines-for-lung-cancer-faq-section.json,insights,cancer-vaccines-for-lung-cancer,DONE - verified live now
150 pillar pages,cancer-vaccines-for-melanoma-faq-section.json,insights,cancer-vaccines-for-melanoma,DONE - verified live now
150 pillar pages,clinical-trials-for-cancer-vaccines-faq-section.json,insights,clinical-trials-for-cancer-vaccines,DONE - verified live now
150 pillar pages,combination-with-immunotherapy-faq-section.json,insights,combination-with-immunotherapy,DONE - verified live now
150 pillar pages,cost-of-cancer-vaccine-therapy-faq-section.json,insights,cost-of-cancer-vaccine-therapy,DONE - verified live now
150 pillar pages,dendritic-cell-vaccines-faq-section.json,insights,dendritic-cell-vaccines,DONE - verified live now
150 pillar pages,eligibility-for-vaccine-therapy-faq-section.json,insights,eligibility-for-vaccine-therapy,DONE - verified live now
150 pillar pages,future-of-cancer-vaccines-faq-section.json,insights,future-of-cancer-vaccines,DONE - verified live now
150 pillar pages,how-cancer-vaccines-work-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,mrna-cancer-vaccines-faq-section.json,treatments,m-rna-vaccine,DONE - verified live now
150 pillar pages,neoantigen-vaccines-faq-section.json,insights,neoantigen-vaccines,DONE - verified live now
150 pillar pages,personalized-cancer-vaccines-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,preventive-vs-therapeutic-cancer-vaccines-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,questions-for-patients-faq-section.json,insights,questions-for-patients,DONE - verified live now
150 pillar pages,side-effects-of-cancer-vaccines-faq-section.json,insights,side-effects-of-cancer-vaccines,DONE - verified live now
150 pillar pages,types-of-tumor-vaccines-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,vaccine-treatment-process-faq-section.json,insights,vaccine-treatment-process,DONE - verified live now
150 pillar pages,what-are-cancer-vaccines-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,best-destinations-for-liver-cancer-treatment-abroad-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,how-to-compare-countries-for-cancer-treatment-cost-access-language-travel-faq-section.json,,,UNDONE - never had a matching page
150 pillar pages,which-country-is-best-for-treatment-after-standard-care-has-failed-faq-section.json,,,UNDONE - never had a matching page
batch-2026-07-20,questions-patients-should-ask-about-car-t-faq-section.json,insights,questions-patients-should-ask-about-car-t,DONE - verified live now
batch-2026-07-20,cancer-vaccines-faq-section.json,treatments,cancer-vaccines,DONE - verified live now
batch-2026-07-20,immunotherapy-faq-section.json,treatments,immunotherapy,DONE - verified live now
batch-2026-07-20,clinical-trials-in-cancer-faq-section.json,insights,clinical-trials-in-cancer,DONE - verified live now
batch-2026-07-20,pediatric-cancer-advanced-treatment-faq-section.json,guides,pediatric-cancer-advanced-treatment,DONE - verified live now
batch-2026-07-20,rare-cancer-treatments-faq-section.json,guides,rare-cancer-treatments,DONE - verified live now
batch-2026-07-20,carbon-ion-therapy-faq-section.json,treatments,carbon-ion-therapy,DONE - verified live now
batch-2026-07-20,stereotactic-radiosurgery-brain-cancer-faq-section.json,insights,stereotactic-radiosurgery-brain-cancer,DONE - verified live now
batch-2026-07-20,enhanced-recovery-after-surgery-faq-section.json,insights,enhanced-recovery-after-surgery,DONE - verified live now
csv-audit-2026-07-20,N/A,ALL,ALL,CSV REBUILT from live Strapi inventory (865 pages) - exact-slug ground truth, 305 stale rows moved to dropped-rows-not-live-2026-07-20.csv, 244 untracked live pages added
csv-audit-2026-07-20-v2,N/A,ALL,ALL,CSV re-corrected using exact-title matching (not fuzzy) - recovered 246 renamed-slug rows safely (100% identical title match, 0 ambiguous), 59 rows remain genuinely unresolved (dropped-rows-not-live-2026-07-20.csv), 18 untracked live pages added. CancerFax_Content_Architecture_1.xlsx checked as reference - no slug/URL column exists there, planning-only workbook, so exact live-title matching was used instead as the safe method.
csv-audit-2026-07-20-v3,N/A,ALL,ALL,role/pillar_association cross-checked against CancerFax_Content_Architecture_1.xlsx (Master Overview + Treatment + All 300 Pages sheets, 56 pillar titles + 616 support-page titles) via exact title match - 260/885 live titles matched (625 predate or postdate the original architecture plan, left unchanged); 10 rows corrected to PILLAR PAGE, 2 to Support Page, 11 blank pillar_association filled, 20 stale/conflicting pillar_association values overridden with xlsx's canonical name
