collection,slug,title,faq_done,role,pillar_association
insights,car-t-clinical-trials-china,How International Patients Access CAR-T Trials in China,No,,
insights,car-t-cost-china-vs-usa-europe,CAR-T Costs in China vs USA and Europe: The Complete Cost Comparison,No,,
insights,car-t-for-b-cell-all-in-china,"CAR-T for Relapsed/Refractory B-Cell ALL in China: Eligibility, Outcomes, and Access",No,,
insights,car-t-for-b-cell-all-in-india,CAR-T for B-Cell ALL in India: Paediatric and Adult Programmes,No,,
insights,car-t-for-dlbcl-in-china,"CAR-T for DLBCL in China: Eligibility, Outcomes, and Access",No,,
insights,car-t-for-dlbcl-in-india,"CAR-T for DLBCL in India: Eligibility, Outcomes, and Access",No,,
insights,car-t-preparation-india,How to Prepare Medically and Logistically for CAR-T in India,No,,
insights,car-t-programme-cost-in-india,Total CAR-T Programme Cost in India: Detailed Breakdown for Patients,No,,
insights,car-t-targets-cd19-bcma-gprc5d,CD19 vs BCMA vs GPRC5D: What These CAR-T Targets Mean,No,,
insights,car-t-treatment-timeline,The CAR-T Treatment Timeline: From Leukapheresis to Discharge,No,,
insights,car-t-treatment-timeline-india,The CAR-T Treatment Timeline in India: From Consultation to Discharge,No,,
insights,caregiver-guide-glioblastoma,Caregiver Guide: Supporting a Loved One With Glioblastoma,No,,
insights,carvykti-cilta-cel-for-multiple-myeloma,Carvykti (Ciltacabtagene Autoleucel) for Multiple Myeloma: CARTITUDE Results,No,,
insights,cd19-cd22-bispecific-car-t,CD19/CD22 Bispecific CAR-T: What Patients Need to Know,No,,
insights,cd19-cd22-dual-car-t,CD19+CD22 Dual-Target CAR-T for B-Cell ALL: Preventing Antigen Escape,No,,
insights,cd19-negative-relapse-india-to-china,CD19-Negative Relapse After CAR-T: India to China Escalation Strategy,No,,
insights,china-approved-car-t-products,China's Approved CAR-T Products: What International Patients Need to Know,No,,
insights,china-hifu-leadership-haifu-programme,China HIFU Leadership: The HAIFU Programme and Clinical Evidence,No,,
insights,china-microwave-ablation-innovation-systems,China MWA Innovation: Advanced Antenna Systems and Outcomes,No,,
insights,cik-cell-manufacturing-process,How CIK Cells Are Made: The Manufacturing Process Explained,No,,
insights,cik-therapy-adjuvant-after-surgery,CIK Therapy After Cancer Surgery: Adjuvant Immune Support,No,,
insights,cik-therapy-china-hospitals-guide,CIK Therapy at Chinese Hospitals: A Guide for International Patients,No,,
insights,cik-therapy-clinical-trials,Clinical Trials in CIK Therapy: Current and Upcoming Studies,No,,
insights,cik-therapy-colorectal-cancer,CIK Therapy for Colorectal Cancer: Clinical Evidence and Combination Strategies,No,,
insights,cik-therapy-combined-chemotherapy,CIK Combined with Chemotherapy: What the Evidence Shows,No,,
insights,cik-therapy-combined-targeted-therapy,CIK Combined with Targeted Therapy: Evidence and Clinical Considerations,No,,
insights,cik-therapy-cost-china,Cost of CIK Therapy in China: A Complete Breakdown,No,,
insights,cik-therapy-evidence-base,The Evidence Base for CIK Therapy: What the Research Shows,No,,
insights,cik-therapy-gastric-cancer,"CIK Therapy for Gastric Cancer: Evidence, Combinations, and Access",No,,
insights,cik-therapy-in-china,How CancerFax Navigates CIK Therapy Access in China,No,,
insights,cik-therapy-liver-cancer-hcc,CIK Therapy for Liver Cancer (Hepatocellular Carcinoma),No,,
insights,cik-therapy-lung-cancer,"CIK Therapy for Lung Cancer: Evidence, Eligibility, and Access",No,,
insights,cik-therapy-nasopharyngeal-carcinoma,CIK Therapy for Nasopharyngeal Carcinoma: Evidence and Access,No,,
insights,cik-therapy-patient-selection,Patient Selection for CIK Therapy: Who Is a Good Candidate?,No,,
insights,cik-therapy-side-effects,Side Effects of CIK Therapy: What Patients Should Expect,No,,
insights,cik-therapy-vs-checkpoint-inhibitors,CIK Therapy vs Checkpoint Inhibitors: A Comparison for Cancer Patients,No,,
insights,cik-vs-cart-therapy,CIK vs CAR-T: Understanding the Differences for Cancer Patients,No,,
insights,clear-surgical-margin,"What Does a Clear Surgical Margin Mean, and What Happens if Mine Is Positive?",No,,
insights,clinical-trials-gastric-cancer-china,Clinical Trials for Gastric Cancer in China: Access Guide for International Patients,No,,
insights,colorectal-cancer-treatment-guide-cancerfax,Colorectal Cancer Treatment Guide,No,,
insights,cost-cancer-treatment-china,Cost of Cancer Treatment in China for International Patients,No,,
insights,crs-after-car-t,"CRS After CAR-T: Symptoms, Grading, and Treatment",No,,
insights,crs-management-india,CRS Management at Indian CAR-T Centres: Tocilizumab Biosimilar Protocols,No,,
insights,cryoablation-bone-metastases-pain-control,Cryoablation for Bone Metastases: Pain Control and Local Tumour Treatment,No,,
insights,cryoablation-breast-cancer-fibroadenoma,Cryoablation for Breast Cancer and Breast Fibroadenoma,No,,
insights,cryoablation-china-centres-costs,"Cryoablation in China: Centres, Costs, and Clinical Outcomes",No,,
insights,cryoablation-complications-management,Complications of Cryoablation: Risk Profile and Management,No,,
insights,cryoablation-cost-comparison,"Cryoablation Cost Comparison: China, India, and Western Countries",No,,
insights,cryoablation-for-lung-cancer,Cryoablation for Lung Cancer and Pulmonary Lesions,No,,
insights,cryoablation-for-prostate-cancer,Cryoablation for Prostate Cancer: Whole Gland and Focal Treatment,No,,
insights,cryoablation-india-centres-access,"Cryoablation in India: Centres, Access, and Options for South Asian Patients",No,,
insights,cryoablation-kidney-cancer-rcc,Cryoablation for Kidney Cancer (RCC): Evidence and Outcomes,No,,
insights,cryoablation-liver-tumours-hcc-metastases,Cryoablation for Liver Tumours: HCC and Hepatic Metastases,No,,
insights,cryoablation-mechanism,"How Cryoablation Kills Tumour Cells: Ice Crystals, Cell Death, and Immune Activation",No,,
insights,cryoablation-patient-navigation,Accessing Cryoablation Through CancerFax: Patient Navigation Guide,No,,
insights,cryoablation-procedure-patient-experience,What to Expect During and After Cryoablation: A Patient Guide,No,,
insights,cryoablation-vs-rfa-vs-mwa-comparison,Cryoablation vs RFA vs MWA: Which Ablation Modality Is Right for You?,No,,
insights,cryoimmunotherapy,Cryoimmunotherapy: Combining Cryoablation with Checkpoint Inhibitors,No,,
insights,cryoprobe-technology,"Cryoprobe Technology: Argon Systems, Multi-Probe Arrays, and Ice-Ball Engineering",No,,
insights,ctace-vs-deb-tace-comparison,cTACE vs DEB-TACE: Which TACE Technique Is Right for Your HCC?,No,,
insights,cytoreductive-surgery,Cytoreductive Surgery (CRS): What It Involves and What to Expect,No,,
insights,dc-cik-combination-therapy,DC-CIK Combination Therapy: The Enhanced Immune Approach to Cancer Treatment,No,,
insights,deep-regional-hyperthermia,Deep Regional Hyperthermia: Heating Tumours Inside the Pelvis and Abdomen,Yes,,
insights,dual-car-t-for-multiple-myeloma-in-china,BCMA+CD38 and BCMA+GPRC5D Dual CAR-T for Myeloma: China's Next Frontier,No,,
insights,endobiliary-rfa-for-cholangiocarcinoma,Endobiliary RFA for Cholangiocarcinoma: Improving Bile Drainage and Survival,No,,
insights,enzalutamide-vs-abiraterone-vs-darolutamide,Enzalutamide vs Abiraterone vs Darolutamide: Comparing Next-Generation Prostate Cancer Hormonal Therapies,No,,
insights,equecabtagene-autoleucel-ct053-myeloma,Equecabtagene Autoleucel (CT053): China's Domestically Approved Myeloma CAR-T,No,,
insights,er-pr-her2-status-explained-breast-cancer,"ER, PR, and HER2 Status Explained: What Your Pathology Results Mean",No,,
insights,esr1-mutations-breast-cancer-treatment,ESR1 Mutations in Breast Cancer: What They Mean and How They Change Treatment,No,,
insights,extramedullary-myeloma-car-t,Extramedullary Myeloma: Challenges and CAR-T Considerations,No,,
insights,follow-up-care-after-cancer-treatment-abroad,Follow-Up Care After Cancer Treatment Abroad: A Complete Patient Guide,No,,
insights,fulvestrant-elacestrant-serd-explained,Fulvestrant and Elacestrant: Selective Oestrogen Receptor Degraders Explained,No,,
insights,gamma-knife-vs-cyberknife-vs-truebeam,Gamma Knife vs CyberKnife vs TrueBeam: How to Choose,No,,
insights,gastroesophageal-junction-cancer,Gastroesophageal Junction Cancer: Diagnosis and Treatment,No,,
insights,generic-hormone-therapy-drugs,"Generic Hormone Therapy Drugs in India and China: Quality, Safety, and Cost Guide",No,,
insights,glioblastoma-clinical-trials-china,Glioblastoma Clinical Trials in China,No,,
insights,glioblastoma-treatment-china-complete-guide,Glioblastoma (GBM) Treatment in China: Complete Guide,No,,
insights,glioblastoma-treatment-options,Glioblastoma (GBM) Treatment: Options and Advanced Approaches,No,,
insights,gprc5d-car-t-for-multiple-myeloma,GPRC5D CAR-T for Multiple Myeloma — What Patients Need to Know,No,,
insights,haic-for-hcc,HAIC (Hepatic Arterial Infusion Chemotherapy) for Advanced HCC: Evidence and Patient Guide,No,,
insights,heat-sink-effect,The Heat-Sink Effect: Why MWA Beats RFA Near Blood Vessels,No,,
insights,hepatocellular-carcinoma-treatment,Hepatocellular Carcinoma: Treatment and Advanced Options,No,,
insights,her2-positive-gastric-cancer-treatment,HER2-Positive Gastric Cancer Treatment: From Trastuzumab to T-DXd,No,,
insights,hifu-acoustic-windows-limitations,Acoustic Windows: When HIFU Cannot Reach the Target,No,,
insights,hifu-cost-comparison,"HIFU Cost Comparison: China, India, and Western Countries",No,,
insights,hifu-for-bone-metastases,HIFU for Bone Metastases: Non-Invasive Pain Palliation,No,,
insights,hifu-for-breast-cancer,HIFU for Breast Cancer and Thyroid Nodules,No,,
insights,hifu-for-pancreatic-cancer,HIFU for Pancreatic Cancer: Pain Relief and Local Tumour Control,No,,
insights,hifu-for-prostate-cancer,HIFU for Prostate Cancer: Focal Therapy and Whole-Gland Ablation,No,,
insights,hifu-for-uterine-fibroids,HIFU for Uterine Fibroids: MRgFUS and USgHIFU Complete Guide,No,,
insights,hifu-in-india,"HIFU in India: Centres, Indications, and Access for International Patients",No,,
insights,hifu-liver-cancer-hcc-metastases,HIFU for Liver Cancer: HCC and Liver Metastases,No,,
insights,hifu-patient-navigation,Accessing HIFU Through CancerFax: Patient Navigation Guide,No,,
insights,hifu-physics,HIFU Physics: How Acoustic Focusing Destroys Tissue,No,,
insights,hifu-side-effects,HIFU Side Effects and Complications: What Patients Should Know,No,,
insights,hifu-technology-platforms,"HIFU Technology Platforms: HAIFU, JC Systems, and MRI-Guided HIFU Compared",No,,
insights,hifu-treatment-patient-experience,What to Expect During HIFU Treatment: A Patient Experience Guide,No,,
insights,hifu-vs-ablation,"HIFU vs Ablation (RFA, MWA, Cryoablation): The Non-Invasive Advantage",No,,
insights,hipec-centers-in-china,HIPEC Centers in China: A Patient Guide to Access and Expertise,No,,
insights,hipec-cost-global-comparison,Cost of HIPEC Globally: A Country-by-Country Comparison,No,,
insights,hipec-for-colorectal-cancer,"HIPEC for Colorectal Cancer Peritoneal Metastases: Evidence, Eligibility, and Outcomes",No,,
insights,hipec-for-gastric-cancer,HIPEC for Gastric Cancer Peritoneal Disease: China's Largest Asian Programme,No,,
insights,hipec-for-ovarian-cancer,HIPEC for Ovarian Cancer: The OVHIPEC Trial and Current Evidence,No,,
insights,hipec-for-peritoneal-mesothelioma,HIPEC for Peritoneal Mesothelioma: A Curative-Intent Approach,No,,
insights,hipec-patient-selection-criteria,Patient Selection for CRS-HIPEC: Are You a Candidate?,No,,
insights,hipec-recovery-what-to-expect,Recovery After HIPEC: A Complete Patient and Family Guide,No,,
insights,hivec-for-bladder-cancer,HIVEC: Hyperthermic Intravesical Chemotherapy for Bladder Cancer,Yes,,
insights,hormone-therapy-drug-cost-india-china-usa,Cost of Hormone Therapy Drugs: India and China vs USA — The Complete Comparison,No,,
insights,hormone-therapy-duration,How Long Should I Take Hormone Therapy? Duration Decisions in Breast and Prostate Cancer,No,,
insights,how-cancerfax-helps-international-patients,CancerFax: How We Help International Cancer Patients Access Advanced Treatment,No,,
insights,hpv-associated-cancers,"HPV-Associated Cancers: Cervical, Oropharyngeal, and Anal",No,,
insights,hyperthermia-chemosensitisation,Hyperthermia Chemosensitisation: How Heat Makes Chemotherapy Work Better: Drug-Heat Interactions,No,,
insights,hyperthermia-costs-china-india,Hyperthermia Costs in China and India vs Western Programmes,No,,
insights,hyperthermia-for-breast-cancer,Hyperthermia for Chest Wall Breast Cancer Recurrence: ESHO Evidence,Yes,,
insights,hyperthermia-for-cervical-cancer,Hyperthermia for Cervical Cancer: The van der Zee Trial and Outcomes,No,,
insights,hyperthermia-for-glioblastoma,Hyperthermia for Glioblastoma: Combining Heat with Radiation and Temozolomide,Yes,,
insights,hyperthermia-for-oesophageal-cancer,Hyperthermia for Oesophageal Cancer: China's Unique Clinical Evidence,No,,
insights,hyperthermia-for-soft-tissue-sarcoma,Hyperthermia for Soft Tissue Sarcoma: The Issels RCT,Yes,,
insights,hyperthermia-radiosensitisation-explained,How Heat Makes Radiation Work Better: Radiosensitisation Explained,No,,
insights,hyperthermia-scheduling,Hyperthermia Scheduling: Why Heat Must Be Delivered Within 4 Hours of Radiation,No,,
insights,hyperthermia-treatment-china-india,Accessing Hyperthermia Treatment in China or India through CancerFax,Yes,,
insights,icans-after-car-t,"ICANS After CAR-T: Neurological Side Effects, Grading, and Management",No,,
insights,icans-management-india,ICANS Management at Indian CAR-T Centres: Dexamethasone and Neurology Support,No,,
insights,immune-checkpoint-inhibitors-pd1-pdl1-ctla4,"Immune Checkpoint Inhibitors: PD-1, PD-L1, and CTLA-4 Therapy",No,,
insights,immune-escape-in-solid-tumors-and-mctl-therapy,Immune Escape in Solid Tumors: Why Multi-Target Therapy Matters,No,,
insights,immune-reconstitution-after-car-t,Immune Reconstitution After CAR-T: What to Expect,No,,
insights,immunotherapy-side-effects,Immunotherapy Side Effects: What Patients Need to Know,No,,
insights,india-cart-iit-tmc-immunoact,"IIT Bombay, Tata Memorial Centre, and ImmunoACT: How India Built Its Own CAR-T",No,,
insights,india-vs-china-for-car-t,India vs China for CAR-T: How to Decide Which Country Is Right for You,No,,
insights,interstitial-vascular-targeted-pdt-prostate-cancer,Interstitial PDT and Vascular-Targeted PDT for Prostate Cancer,No,,
insights,ivig-replacement-after-car-t,IVIG Replacement After CAR-T: A Practical Guide,Yes,,
insights,kymriah-india-immuneel,Kymriah in India Through Immuneel: Who Should Choose It Over NexCAR19?,No,,
insights,laparoscopic-vs-robotic-cancer-surgery,Laparoscopic vs Robotic Cancer Surgery: Which Is Better for My Case?,No,,
insights,liver-rfa-complications,"Liver RFA Complications: Recognition, Management, and When to Seek Help",No,,
insights,liver-rfa-in-china-in-zhongshan-hospital,"Liver RFA in China: Zhongshan Hospital, EHBH, and What Patients Should Know",No,,
insights,liver-sbrt-for-hcc-and-liver-metastases,Liver SBRT for HCC and Liver Metastases,No,,
insights,lung-cancer-treatment-nsclc-and-personalized-therapy-cancerfax,Lung Cancer Treatment: NSCLC and Personalized Therapy,No,,
insights,lung-rfa,Lung RFA for Early-Stage NSCLC and Pulmonary Metastases,No,,
insights,lymphedema-after-cancer-surgery,Managing Lymphedema After Cancer Surgery,No,,
insights,managing-cytokine-release-syndrome,Managing Cytokine Release Syndrome (CRS): A Family Guide,Yes,,
insights,mctl-clinical-trials-china,MCTL Clinical Trials Currently Enrolling in China,No,,
insights,mctl-therapy-cost-in-china,MCTL Therapy Cost in China: What Patients Need to Know,No,,
insights,mctl-therapy-for-breast-cancer,MCTL Therapy for Breast Cancer,No,,
insights,mctl-therapy-for-colorectal-cancer,MCTL Therapy for Colorectal Cancer: What Patients Should Know,No,,
insights,mctl-therapy-for-gastric-cancer,MCTL Therapy for Gastric Cancer: What Patients Should Know,No,,
insights,mctl-therapy-for-liver-cancer,MCTL Therapy for Liver Cancer (HCC): What Patients Should Know,No,,
insights,mctl-therapy-for-lung-cancer,MCTL Therapy for Lung Cancer (NSCLC): What Patients Should Know,No,,
insights,mctl-therapy-for-pancreatic-cancer,MCTL Therapy for Pancreatic Cancer: What Patients Should Know,No,,
insights,mctl-therapy-side-effects,MCTL Therapy Side Effects and Safety Profile,No,,
insights,mctl-toripalimab-combination-therapy,MCTL + Toripalimab: Why the Combination Works,No,,
insights,mctl-vs-car-t-therapy,MCTL vs CAR-T Therapy: Key Differences for Patients,No,,
insights,medical-reports-abroad,How to Prepare Medical Reports for Cancer Treatment Abroad,No,,
insights,melanoma-treatment,"Melanoma Treatment: Stages, Options, and Outcomes",No,,
insights,mgmt-methylation,"MGMT Methylation, IDH Status, and Other Glioblastoma Biomarkers Explained",No,,
insights,microwave-ablation-access,Accessing MWA Through CancerFax: Patient Navigation Guide,No,,
insights,microwave-ablation-complications-management,Complications of Microwave Ablation: Risk and Management,No,,
insights,microwave-ablation-cost-comparison,Microwave Ablation Cost: China vs India vs Western Countries,No,,
insights,microwave-ablation-for-adrenal-bone-metastases,Microwave Ablation for Adrenal Tumours and Bone Metastases,No,,
insights,microwave-ablation-for-colorectal-liver-metastases,Microwave Ablation for Colorectal Liver Metastases,No,,
insights,microwave-ablation-for-kidney-cancer,Microwave Ablation for Kidney Cancer (RCC),No,,
insights,microwave-ablation-for-liver-cancer,Microwave Ablation for Liver Cancer (HCC): Evidence and Outcomes,No,,
insights,microwave-ablation-for-lung-cancer,Microwave Ablation for Lung Cancer: NSCLC and Pulmonary Metastases,Yes,,
insights,microwave-ablation-for-thyroid-nodules,Microwave Ablation for Thyroid Nodules,No,,
insights,microwave-ablation-in-india,Microwave Ablation in India: Centres and Access,No,,
insights,microwave-ablation-procedure-patient-experience,What to Expect During and After Microwave Ablation,No,,
insights,microwave-ablation-response-assessment,Microwave Ablation Response Assessment: CT and MRI Criteria,No,,
insights,microwave-ablation-vs-surgery,Microwave Ablation vs Surgery: When Ablation Is the Right Choice,No,,
insights,monitoring-hormone-therapy,"Monitoring During Hormone Therapy: Bone Density, PSA, and What Tests Are Needed",No,,
insights,mrecist-response-assessment-tace,mRECIST Response Assessment for TACE: How Response Is Measured,No,,
insights,mri-guided-hifu,MRI-Guided HIFU: How Real-Time Imaging Improves Precision,No,,
insights,multi-antenna-microwave-ablation,Multi-Antenna MWA: Treating Large Tumours Simultaneously,No,,
insights,mwa-vs-rfa-ablation-comparison,MWA vs RFA: Which Ablation Is Right for Your Tumour?,No,,
insights,nasopharyngeal-carcinoma-treatment,Nasopharyngeal Carcinoma: Treatment and International Access,No,,
insights,neuro-oncology-centres-in-china,Neuro-Oncology Centres in China for International Patients,No,,
insights,nexcar19-clinical-trial-results,NexCAR19 Clinical Trial Results: What the Pivotal Data Shows,No,,
insights,nexcar19-vs-kymriah-india,NexCAR19 vs Kymriah in India: Full Comparison for Patients,No,,
insights,nivolumab-opdivo-for-cancer-treatment,Nivolumab (Opdivo) for Cancer Treatment,No,,
insights,nutritional-support-during-cancer-treatment,Nutritional Support During Cancer Treatment,No,,
insights,oligometastatic-sbrt-sabr-comet-trial,Oligometastatic Disease and SBRT: The SABR-COMET Trial,No,,
insights,oncolytic-virus-combined-with-checkpoint-inhibitors,Oncolytic Virus Therapy Combined with Checkpoint Inhibitors,No,,
insights,osteoid-osteoma-rfa,Osteoid Osteoma RFA: The Minimally Invasive Cure for a Painful Benign Bone Tumour,No,,
insights,ovarian-suppression-for-breast-cancer,"Ovarian Suppression for Breast Cancer: Goserelin, Leuprolide, and Surgical Oophorectomy",No,,
insights,p53-tumour-suppressor-in-cancer,p53 Tumour Suppressor: Why It Matters in Cancer and Gene Therapy,No,,
insights,palliative-care-and-supportive-therapy-in-brain-cancer,Palliative Care and Supportive Therapy in Brain Cancer,No,,
insights,pancreatic-cancer-treatment,Pancreatic Cancer Treatment Pathways,No,,
insights,pdt-for-bladder-cancer,PDT for Bladder Cancer: Whole-Bladder Treatment for BCG-Refractory Carcinoma in Situ,No,,
insights,pdt-for-cholangiocarcinoma,PDT for Cholangiocarcinoma: Survival Benefit from Palliative Bile Duct Treatment,No,,
insights,pdt-for-early-stage-lung-cancer,PDT for Early Stage Lung Cancer: Endobronchial Treatment and Airway Recanalization,No,,
insights,pdt-for-nasopharyngeal-carcinoma,PDT for Nasopharyngeal Carcinoma Recurrence: China's Unique Clinical Expertise,No,,
insights,pdt-for-oesophageal-cancer,"PDT for Oesophageal Cancer: What to Expect Before, During, and After Treatment",No,,
insights,pdt-for-oral-cancer,PDT for Oral Cancer and Oral Leucoplakia: India's Experience at Tata Memorial and AIIMS,No,,
insights,pdt-immunotherapy-combination-china-trials,PDT Combined with Immunotherapy: The Science and China's Clinical Trial Programme,No,,
insights,pdt-in-children,PDT in Children: Paediatric Applications and Special Considerations,No,,
insights,pdt-photosensitivity-protection-guide,PDT Photosensitivity: The Complete Guide to Protecting Yourself After Treatment,No,,
insights,pdt-treatment-cost,PDT Treatment Costs in China and India: What Patients Pay and What Is Included,No,,
insights,pdt-vs-rfa,PDT vs Radiofrequency Ablation (RFA) for Barrett's Oesophagus: How to Choose,No,,
insights,pembrolizumab-for-cancer-treatment,Pembrolizumab (Keytruda) for Cancer Treatment,No,,
insights,peritoneal-cancer-index,The Peritoneal Cancer Index (PCI): Understanding Your Score,No,,
insights,photochlor-and-dvdms,Photochlor and DVDMS: China's Domestically Developed Photosensitisers,No,,
insights,photodynamic-therapy-china-india,Accessing PDT Treatment in China or India Through CancerFax,No,,
insights,photofrin,Photofrin (Porfimer Sodium): The Most Widely Approved Photosensitiser Explained,No,,
insights,pneumothorax-after-lung-rfa,"Pneumothorax After Lung RFA: What It Is, How Common It Is, and How It Is Managed",No,,
insights,post-ablation-syndrome,Post-Ablation Syndrome: Why Fever and Fatigue After RFA Are Normal,No,,
insights,post-embolisation-syndrome,Post-Embolisation Syndrome: What to Expect After TACE,No,,
insights,post-pdt-stricture,Managing Post-PDT Stricture After Oesophageal Treatment,No,,
insights,pre-treatment-tests-for-mctl-therapy,Pre-Treatment Tests for MCTL Therapy: What to Prepare,No,,
insights,precision-oncology-and-biomarker-testing,Precision Oncology and Biomarker Testing: A Patient's Guide,No,,
insights,prehabilitation-before-surgery,How to Prepare for Major Cancer Surgery: Prehabilitation and Nutrition,No,,
insights,progestin-therapy-for-endometrial-cancer,Progestin Therapy for Endometrial Cancer: Who Is Eligible and What to Expect,No,,
insights,prostate-sbrt-5-fractions-pace-trial,Prostate SBRT (5 Fractions): The PACE Trial Explained,No,,
insights,proton-therapy-vs-bnct,Proton Therapy vs BNCT: Key Differences Explained,No,,
insights,pseudomyxoma-peritonei,Pseudomyxoma Peritonei (PMP): The 'Jelly Belly' Cancer Explained,No,,
insights,psychological-support-in-cancer,Psychological Support in Cancer: A Guide for Patients and Families,No,,
insights,pulmonary-lobectomy-via-vats,Pulmonary Lobectomy via VATS: What Minimally Invasive Lung Surgery Looks Like,No,,
insights,questions-before-cryoablation,Questions to Ask Before Cryoablation: A Complete Patient Checklist,No,,
insights,questions-before-hifu-treatment,Questions to Ask Before HIFU Treatment: A Complete Patient Checklist,No,,
insights,questions-before-microwave-ablation,Questions to Ask Before Microwave Ablation,No,,
insights,questions-before-tace-liver-cancer,Questions to Ask Before and During Your TACE Treatment,No,,
insights,questions-before-tare-y90-radioembolization,Questions to Ask Before TARE/Y-90 Treatment: The Complete Patient Checklist,No,,
insights,questions-for-patients,Questions Every Patient Should Ask About Cancer Vaccines,Yes,,
insights,questions-to-ask-stage-4-cancer-treatment,Questions to Ask About Stage 4 Cancer Treatment,No,,
insights,radiation-lobectomy,Radiation Lobectomy: Using Y-90 TARE to Prepare for Liver Surgery,No,,
insights,radiation-safety-after-tare,Radiation Safety After TARE: What Patients and Families Need to Know,No,,
insights,radiation-segmentectomy,Radiation Segmentectomy: Y-90 TARE as Curative Treatment for Small HCC,No,,
insights,radical-cystectomy-neobladder-reconstruction,Radical Cystectomy and Neobladder Reconstruction: Understanding Urinary Diversion,No,,
insights,recurrent-cancer-after-radiation,Recurrent Cancer After Radiation: Options When Standard Treatment Has Failed,No,,
insights,renal-cell-carcinoma-modern-treatment-options-patient-guide,Renal Cell Carcinoma: Modern Treatment Options,No,,
insights,repeat-tace-when-to-retreat,"Repeat TACE: When to Retreat, When to Switch, and When to Stop",No,,
insights,rfa-cost-china-india-comparison,RFA Costs in China and India: Detailed Comparison with Western Pricing,No,,
insights,rfa-for-bone-metastases,RFA for Bone Metastases: Pain Relief Without Surgery,No,,
insights,rfa-for-colorectal-liver-metastases,RFA for Colorectal Liver Metastases: The EORTC CLOCC Trial and What It Means,No,,
insights,rfa-for-kidney-cancer,RFA for Kidney Cancer: Percutaneous Treatment for Small Renal Masses,No,,
insights,rfa-for-liver-cancer,RFA for Liver Cancer (HCC): Who Is Eligible and What Outcomes to Expect,No,,
insights,rfa-procedure-patient-guide,"The RFA Procedure: What to Expect Before, During, and After Treatment",No,,
insights,rfa-vs-cryoablation-for-kidney-tumours,RFA vs Cryoablation for Kidney Tumours: How to Choose,No,,
insights,rfa-vs-microwave-ablation,RFA vs Microwave Ablation (MWA): When Each Is Preferred and Why,No,,
insights,rfa-vs-surgery-for-small-hcc,RFA vs Surgery for Small HCC: Understanding the Randomised Trial Evidence,No,,
insights,robotic-radical-prostatectomy,Robotic-Assisted Radical Prostatectomy: What to Expect Before and After,No,,
insights,sbrt-combined-with-immunotherapy,SBRT Combined with Immunotherapy: The Abscopal Effect,No,,
insights,sbrt-for-stage-i-lung-cancer,SBRT for Stage I Lung Cancer: The Evidence Comparing It to Surgery,No,,
insights,second-line-car-t-for-early-relapsed-dlbcl,Second-Line CAR-T for Early-Relapsed DLBCL: The ZUMA-7 Trial Explained,No,,
insights,second-line-treatment-options-for-advanced-nsclc,Second-Line Treatment Options for Advanced NSCLC: MCTL vs Standard Care,No,,
insights,second-opinion-for-cancer-patients,Second Opinion for Cancer Patients: Why It Matters and How to Get One,No,,
insights,second-opinion-in-cancer-treatment,How to Get a Second Opinion in Cancer Treatment: A Complete Patient Guide,No,,
insights,sentinel-lymph-node-biopsy,"Sentinel Lymph Node Biopsy: Procedure, Results, and What They Mean",No,,
insights,solid-tumour-car-t-in-china,"Solid-Tumour CAR-T in China: CLDN18.2, GPC3, GD2, and Mesothelin",No,,
insights,spine-sbrt,Spine SBRT: How Radiation Treats Spinal Metastases Without Surgery,No,,
insights,srs-for-acoustic-neuroma,SRS for Acoustic Neuroma: Radiation Over Surgery,No,,
insights,srs-for-brain-metastases,SRS for Brain Metastases: The Evidence That Changed Standard of Care,No,,
insights,srs-sbrt-cost-in-china-and-india,SRS and SBRT Costs in China and India: Detailed Comparison,No,,
insights,srs-vs-whole-brain-radiation,SRS vs WBRT: Understanding the Neurocognitive Trade-Off,No,,
insights,stomach-cancer-immunotherapy,"Stomach Cancer Immunotherapy: PD-1 Inhibitors, MSI Status, and Novel Approaches",No,,
insights,superficial-hyperthermia,Superficial Hyperthermia: Treating Tumours Close to the Skin Surface,Yes,,
insights,surgical-oncologist-vs-general-surgeon,What Is the Difference Between a Surgical Oncologist and a General Surgeon?,No,,
insights,surgical-second-opinion-unresectable-cancer,Getting a Surgical Second Opinion for an 'Unresectable' Cancer,No,,
insights,tace-as-bridge-to-liver-transplant,TACE as Bridge to Liver Transplant: How It Works and What the Evidence Shows,No,,
insights,tace-complications,"TACE Complications: Liver Failure, Biliary Injury, and Clinical Management",No,,
insights,tace-cost-comparison,TACE Cost Comparison: China vs India vs Western Countries,No,,
insights,tace-downstaging-for-liver-transplant,TACE Downstaging for Liver Transplant Eligibility: Beyond Milan Criteria,No,,
insights,tace-for-colorectal-liver-metastases,"TACE for Colorectal Liver Metastases: Evidence, Technique (DEBIRI), and Patient Selection",No,,
insights,tace-in-india,"TACE in India: Top Centres, Costs, and Access for International Patients",No,,
insights,tace-lenvatinib-immunotherapy-combination,TACE + Lenvatinib and TACE + Immunotherapy Combinations for HCC,No,,
insights,tace-mwa-combination-for-hcc,TACE + MWA Combination for HCC 3–7 cm,No,,
insights,tace-patient-selection,TACE Patient Selection: BCLC Staging and Child-Pugh Score Explained,No,,
insights,tace-procedure-patient-experience,"The TACE Procedure: What Patients Experience Before, During, and After",No,,
